field_id,date,ndvi
F034,2025-09-29,0.55
F034,2025-09-30,0.572
F034,2025-10-01,0.546
F034,2025-10-02,0.526
F034,2025-10-03,0.569
F034,2025-10-04,0.543
F034,2025-10-05,0.553
F034,2025-10-06,0.55
F034,2025-10-07,0.541
F034,2025-10-08,0.562
F034,2025-10-09,0.581
F034,2025-10-10,0.53
F034,2025-10-11,0.515
F034,2025-10-12,0.569
F034,2025-10-13,0.549
F034,2025-10-14,0.522
F034,2025-10-15,0.524
F034,2025-10-16,0.535
F034,2025-10-17,0.564
F034,2025-10-18,0.555
F034,2025-10-19,0.551
F034,2025-10-20,0.529
F035,2025-09-21,0.562
F035,2025-09-22,0.55
F035,2025-09-23,0.563
F035,2025-09-24,0.567
F035,2025-09-25,0.559
F035,2025-09-26,0.551
F035,2025-09-27,0.539
F035,2025-09-28,0.561
F035,2025-09-29,0.571
F035,2025-09-30,0.552
F035,2025-10-01,0.526
F035,2025-10-02,0.533
F035,2025-10-03,0.515
F035,2025-10-04,0.608
F035,2025-10-05,0.537
F035,2025-10-06,0.55
F035,2025-10-07,0.578
F035,2025-10-08,0.527
F035,2025-10-09,0.555
F035,2025-10-10,0.586
F035,2025-10-11,0.51
F035,2025-10-12,0.541
F035,2025-10-13,0.522
F035,2025-10-14,0.554
F035,2025-10-15,0.501
F035,2025-10-16,0.538
F035,2025-10-17,0.52
F035,2025-10-18,0.569
F035,2025-10-19,0.547
F035,2025-10-20,0.567
F036,2025-09-21,0.576
F036,2025-09-22,0.532
F036,2025-09-23,0.532
F036,2025-09-24,0.567
F036,2025-09-25,0.55
F036,2025-09-26,0.544
F036,2025-09-27,0.512
F036,2025-09-28,0.551
F036,2025-09-29,0.583
F036,2025-09-30,0.574
F036,2025-10-01,0.546
F036,2025-10-02,0.541
F036,2025-10-03,0.557
F036,2025-10-04,0.574
F036,2025-10-05,0.551
F036,2025-10-06,0.543
F036,2025-10-07,0.542
F036,2025-10-08,0.534
F036,2025-10-09,0.538
F036,2025-10-10,0.537
F036,2025-10-11,0.547
F036,2025-10-12,0.579
F036,2025-10-13,0.522
F036,2025-10-14,0.567
F036,2025-10-15,0.527
F036,2025-10-16,0.544
F036,2025-10-17,0.566
F036,2025-10-18,0.554
F036,2025-10-19,0.557
F036,2025-10-20,0.553
F037,2025-09-21,0.494
F037,2025-09-22,0.511
F037,2025-09-23,0.496
F037,2025-09-24,0.524
F037,2025-09-25,0.507
F037,2025-09-26,0.507
F037,2025-09-27,0.506
F037,2025-09-28,0.492
F037,2025-09-29,0.499
F037,2025-09-30,0.503
F037,2025-10-01,0.533
F037,2025-10-02,0.514
F037,2025-10-03,0.501
F037,2025-10-04,0.508
F037,2025-10-05,0.505
F037,2025-10-06,0.523
F037,2025-10-07,0.49
F037,2025-10-08,0.522
F037,2025-10-09,0.493
F037,2025-10-10,0.517
F037,2025-10-11,0.523
F037,2025-10-12,0.504
F037,2025-10-13,0.505
F037,2025-10-14,0.492
F037,2025-10-15,0.5
F037,2025-10-16,0.513
F037,2025-10-17,0.516
F037,2025-10-18,0.486
F037,2025-10-19,0.521
F037,2025-10-20,0.512
F038,2025-09-21,0.439
F038,2025-09-22,0.43
F038,2025-09-23,0.441
F038,2025-09-24,0.433
F038,2025-09-25,0.446
F038,2025-09-26,0.488
F038,2025-09-27,0.473
F038,2025-09-28,0.449
F038,2025-09-29,0.387
F038,2025-09-30,0.448
F038,2025-10-01,0.454
F038,2025-10-02,0.49
F038,2025-10-03,0.476
F038,2025-10-04,0.423
F038,2025-10-05,0.466
F038,2025-10-06,0.425
F038,2025-10-07,0.457
F038,2025-10-08,0.456
F038,2025-10-09,0.49
F038,2025-10-10,0.47
F038,2025-10-11,0.453
F038,2025-10-12,0.448
F038,2025-10-13,0.411
F038,2025-10-14,0.466
F038,2025-10-15,0.463
F038,2025-10-16,0.437
F038,2025-10-17,0.449
F038,2025-10-18,0.428
F038,2025-10-19,0.453
F038,2025-10-20,0.471
F039,2025-09-21,0.505
F039,2025-09-22,0.563
F039,2025-09-23,0.524
F039,2025-09-24,0.527
F039,2025-09-25,0.536
F039,2025-09-26,0.566
F039,2025-09-27,0.533
F039,2025-09-28,0.565
F039,2025-09-29,0.544
F039,2025-09-30,0.566
F039,2025-10-01,0.547
F039,2025-10-02,0.563
F039,2025-10-03,0.55
F039,2025-10-04,0.54
F039,2025-10-05,0.556
F039,2025-10-06,0.568
F039,2025-10-07,0.515
F039,2025-10-08,0.515
F039,2025-10-09,0.549
F039,2025-10-10,0.531
F039,2025-10-11,0.518
F039,2025-10-12,0.566
F039,2025-10-13,0.538
F039,2025-10-14,0.551
F039,2025-10-15,0.504
F039,2025-10-16,0.541
F039,2025-10-17,0.554
F039,2025-10-18,0.549
F039,2025-10-19,0.54
F039,2025-10-20,0.511
F040,2025-09-21,0.49
F040,2025-09-22,0.484
F040,2025-09-23,0.48
F040,2025-09-24,0.435
F040,2025-09-25,0.469
F040,2025-09-26,0.492
F040,2025-09-27,0.444
F040,2025-09-28,0.393
F040,2025-09-29,0.482
F040,2025-09-30,0.479
F040,2025-10-01,0.416
F040,2025-10-02,0.47
F040,2025-10-03,0.442
F040,2025-10-04,0.45
F040,2025-10-05,0.478
F040,2025-10-06,0.415
F040,2025-10-07,0.474
F040,2025-10-08,0.424
F040,2025-10-09,0.428
F040,2025-10-10,0.431
F040,2025-10-11,0.438
F040,2025-10-12,0.475
F040,2025-10-13,0.439
F040,2025-10-14,0.457
F040,2025-10-15,0.456
F040,2025-10-16,0.442
F040,2025-10-17,0.447
F040,2025-10-18,0.451
F040,2025-10-19,0.497
F040,2025-10-20,0.435
F041,2025-09-21,0.534
F041,2025-09-22,0.551
F041,2025-09-23,0.552
F041,2025-09-24,0.551
F041,2025-09-25,0.572
F041,2025-09-26,0.524
F041,2025-09-27,0.56
F041,2025-09-28,0.58
F041,2025-09-29,0.567
F041,2025-09-30,0.528
F041,2025-10-01,0.535
F041,2025-10-02,0.531
F041,2025-10-03,0.543
F041,2025-10-04,0.524
F041,2025-10-05,0.566
F041,2025-10-06,0.553
F041,2025-10-07,0.551
F041,2025-10-08,0.531
F041,2025-10-09,0.556
F041,2025-10-10,0.556
F041,2025-10-11,0.531
F041,2025-10-12,0.53
F041,2025-10-13,0.527
F041,2025-10-14,0.536
F041,2025-10-15,0.531
F041,2025-10-16,0.512
F041,2025-10-17,0.529
F041,2025-10-18,0.524
F041,2025-10-19,0.55
F041,2025-10-20,0.555
F042,2025-09-21,0.461
F042,2025-09-22,0.492
F042,2025-09-23,0.505
F042,2025-09-24,0.511
F042,2025-09-25,0.526
F042,2025-09-26,0.48
F042,2025-09-27,0.526
F042,2025-09-28,0.523
F042,2025-09-29,0.495
F042,2025-09-30,0.509
F042,2025-10-01,0.491
F042,2025-10-02,0.539
F042,2025-10-03,0.494
F042,2025-10-04,0.498
F042,2025-10-05,0.507
F042,2025-10-06,0.503
F042,2025-10-07,0.507
F042,2025-10-08,0.48
F042,2025-10-09,0.501
F042,2025-10-10,0.496
F042,2025-10-11,0.501
F042,2025-10-12,0.481
F042,2025-10-13,0.509
F042,2025-10-14,0.483
F042,2025-10-15,0.522
F042,2025-10-16,0.503
F042,2025-10-17,0.487
F042,2025-10-18,0.517
F042,2025-10-19,0.505
F042,2025-10-20,0.5
F043,2025-09-21,0.458
F043,2025-09-22,0.457
F043,2025-09-23,0.418
F043,2025-09-24,0.433
F043,2025-09-25,0.473
F043,2025-09-26,0.467
F043,2025-09-27,0.458
F043,2025-09-28,0.452
F043,2025-09-29,0.434
F043,2025-09-30,0.439
F043,2025-10-01,0.479
F043,2025-10-02,0.422
F043,2025-10-03,0.496
F043,2025-10-04,0.478
F043,2025-10-05,0.448
F043,2025-10-06,0.462
F043,2025-10-07,0.463
F043,2025-10-08,0.452
F043,2025-10-09,0.465
F043,2025-10-10,0.46
F043,2025-10-11,0.459
F043,2025-10-12,0.458
F043,2025-10-13,0.439
F043,2025-10-14,0.437
F043,2025-10-15,0.476
F043,2025-10-16,0.444
F043,2025-10-17,0.439
F043,2025-10-18,0.469
F043,2025-10-19,0.447
F043,2025-10-20,0.464
F044,2025-09-21,0.57
F044,2025-09-22,0.536
F044,2025-09-23,0.571
F044,2025-09-24,0.596
F044,2025-09-25,0.554
F044,2025-09-26,0.527
F044,2025-09-27,0.562
F044,2025-09-28,0.585
F044,2025-09-29,0.523
F044,2025-09-30,0.551
F044,2025-10-01,0.574
F044,2025-10-02,0.524
F044,2025-10-03,0.555
F044,2025-10-04,0.558
F044,2025-10-05,0.547
F044,2025-10-06,0.583
F044,2025-10-07,0.555
F044,2025-10-08,0.562
F044,2025-10-09,0.527
F044,2025-10-10,0.543
F044,2025-10-11,0.561
F044,2025-10-12,0.531
F044,2025-10-13,0.546
F044,2025-10-14,0.533
F044,2025-10-15,0.548
F044,2025-10-16,0.546
F044,2025-10-17,0.573
F044,2025-10-18,0.534
F044,2025-10-19,0.587
F044,2025-10-20,0.527
F045,2025-09-21,0.651
F045,2025-09-22,0.607
F045,2025-09-23,0.651
F045,2025-09-24,0.643
F045,2025-09-25,0.635
F045,2025-09-26,0.636
F045,2025-09-27,0.664
F045,2025-09-28,0.62
F045,2025-09-29,0.653
F045,2025-09-30,0.624
F045,2025-10-01,0.673
F045,2025-10-02,0.664
F045,2025-10-03,0.642
F045,2025-10-04,0.695
F045,2025-10-05,0.669
F045,2025-10-06,0.635
F045,2025-10-07,0.658
F045,2025-10-08,0.629
F045,2025-10-09,0.672
F045,2025-10-10,0.649
F045,2025-10-11,0.621
F045,2025-10-12,0.62
F045,2025-10-13,0.639
F045,2025-10-14,0.652
F045,2025-10-15,0.627
F045,2025-10-16,0.693
F045,2025-10-17,0.624
F045,2025-10-18,0.644
F045,2025-10-19,0.677
F045,2025-10-20,0.666
F046,2025-09-21,0.449
F046,2025-09-22,0.434
F046,2025-09-23,0.432
F046,2025-09-24,0.449
F046,2025-09-25,0.489
F046,2025-09-26,0.463
F046,2025-09-27,0.47
F046,2025-09-28,0.46
F046,2025-09-29,0.468
F046,2025-09-30,0.446
F046,2025-10-01,0.445
F046,2025-10-02,0.459
F046,2025-10-03,0.413
F046,2025-10-04,0.468
F046,2025-10-05,0.432
F046,2025-10-06,0.454
F046,2025-10-07,0.452
F046,2025-10-08,0.471
F046,2025-10-09,0.429
F046,2025-10-10,0.433
F046,2025-10-11,0.453
F046,2025-10-12,0.472
F046,2025-10-13,0.434
F046,2025-10-14,0.431
F046,2025-10-15,0.426
F046,2025-10-16,0.444
F046,2025-10-17,0.478
F046,2025-10-18,0.468
F046,2025-10-19,0.451
F046,2025-10-20,0.441
F047,2025-09-21,0.508
F047,2025-09-22,0.476
F047,2025-09-23,0.505
F047,2025-09-24,0.497
F047,2025-09-25,0.51
F047,2025-09-26,0.451
F047,2025-09-27,0.485
F047,2025-09-28,0.507
F047,2025-09-29,0.512
F047,2025-09-30,0.49
F047,2025-10-01,0.512
F047,2025-10-02,0.498
F047,2025-10-03,0.53
F047,2025-10-04,0.459
F047,2025-10-05,0.518
F047,2025-10-06,0.499
F047,2025-10-07,0.514
F047,2025-10-08,0.554
F047,2025-10-09,0.529
F047,2025-10-10,0.519
F047,2025-10-11,0.52
F047,2025-10-12,0.491
F047,2025-10-13,0.487
F047,2025-10-14,0.488
F047,2025-10-15,0.479
F047,2025-10-16,0.506
F047,2025-10-17,0.515
F047,2025-10-18,0.536
F047,2025-10-19,0.498
F047,2025-10-20,0.531
F048,2025-09-21,0.616
F048,2025-09-22,0.625
F048,2025-09-23,0.627
F048,2025-09-24,0.64
F048,2025-09-25,0.67
F048,2025-09-26,0.662
F048,2025-09-27,0.658
F048,2025-09-28,0.609
F048,2025-09-29,0.63
F048,2025-09-30,0.622
F048,2025-10-01,0.654
F048,2025-10-02,0.663
F048,2025-10-03,0.634
F048,2025-10-04,0.643
F048,2025-10-05,0.663
F048,2025-10-06,0.645
F048,2025-10-07,0.654
F048,2025-10-08,0.678
F048,2025-10-09,0.676
F048,2025-10-10,0.636
F048,2025-10-11,0.684
F048,2025-10-12,0.649
F048,2025-10-13,0.615
F048,2025-10-14,0.649
F048,2025-10-15,0.65
F048,2025-10-16,0.659
F048,2025-10-17,0.651
F048,2025-10-18,0.666
F048,2025-10-19,0.64
F048,2025-10-20,0.597
F049,2025-09-21,0.68
F049,2025-09-22,0.624
F049,2025-09-23,0.693
F049,2025-09-24,0.622
F049,2025-09-25,0.655
F049,2025-09-26,0.657
F049,2025-09-27,0.645
F049,2025-09-28,0.644
F049,2025-09-29,0.632
F049,2025-09-30,0.609
F049,2025-10-01,0.613
F049,2025-10-02,0.658
F049,2025-10-03,0.624
F049,2025-10-04,0.641
F049,2025-10-05,0.634
F049,2025-10-06,0.668
F049,2025-10-07,0.625
F049,2025-10-08,0.662
F049,2025-10-09,0.697
F049,2025-10-10,0.618
F049,2025-10-11,0.649
F049,2025-10-12,0.647
F049,2025-10-13,0.679
F049,2025-10-14,0.627
F049,2025-10-15,0.635
F049,2025-10-16,0.643
F049,2025-10-17,0.649
F049,2025-10-18,0.638
F049,2025-10-19,0.686
F049,2025-10-20,0.686
F050,2025-09-21,0.475
F050,2025-09-22,0.49
F050,2025-09-23,0.507
F050,2025-09-24,0.503
F050,2025-09-25,0.519
F050,2025-09-26,0.469
F050,2025-09-27,0.494
F050,2025-09-28,0.475
F050,2025-09-29,0.465
F050,2025-09-30,0.515
F050,2025-10-01,0.51
F050,2025-10-02,0.478
F050,2025-10-03,0.524
F050,2025-10-04,0.477
F050,2025-10-05,0.492
F050,2025-10-06,0.514
F050,2025-10-07,0.529
F050,2025-10-08,0.483
F050,2025-10-09,0.521
F050,2025-10-10,0.521
F050,2025-10-11,0.507
F050,2025-10-12,0.469
F050,2025-10-13,0.536
F050,2025-10-14,0.504
F050,2025-10-15,0.51
F050,2025-10-16,0.515
F050,2025-10-17,0.466
F050,2025-10-18,0.47
F050,2025-10-19,0.481
F050,2025-10-20,0.498
